class,task,db,org,dts,name,prc,rcl,f01
Mechanistic,TF Scoring,KnockTF,hg38,PBMC,GRaNIE,0.0555555555555555,0.0058479532163742,0.0512430238457635
Mechanistic,TF Scoring,KnockTF,hg38,PBMC,LINGER,0.0121951219512195,0.0058479532163742,0.0120654641022577
Mechanistic,TF Scoring,KnockTF,hg38,PBMC,LINGER Baseline,0.2134831460674157,0.1111111111111111,0.2115533017307904
Mechanistic,TF Scoring,KnockTF,hg38,PBMC,Pando,0.0517241379310344,0.0175438596491228,0.0507452687991961
Mechanistic,TF Scoring,KnockTF,hg38,PBMC,Random,0.0,0.0,0.0
Mechanistic,TF Scoring,KnockTF,hg38,PBMC,SCENIC,0.0217391304347826,0.0058479532163742,0.0211695661286941
Mechanistic,TF Scoring,KnockTF,hg38,PBMC,SCENIC+,0.1875,0.0350877192982456,0.1797686146544052
Mechanistic,Steady State Simulation,Boolean rules,hg38,PBMC,CellOracle,0.01889,0.1578947368421052,0.0190561019148724
Mechanistic,Steady State Simulation,Boolean rules,hg38,PBMC,CollecTRI,0.00051,0.1052631578947368,0.000515075044614
Mechanistic,Steady State Simulation,Boolean rules,hg38,PBMC,Dictys,0.0,0.0,0.0
Mechanistic,Steady State Simulation,Boolean rules,hg38,PBMC,DoRothEA,3e-05,0.2105263157894736,3.029995682256153e-05
Mechanistic,Steady State Simulation,Boolean rules,hg38,PBMC,GRaNIE,0.0,0.0,0.0
Mechanistic,Steady State Simulation,Boolean rules,hg38,PBMC,LINGER,0.0,0.0,0.0
Mechanistic,Steady State Simulation,Boolean rules,hg38,PBMC,LINGER Baseline,0.00245,0.0526315789473684,0.0024733486562005
Mechanistic,Steady State Simulation,Boolean rules,hg38,PBMC,Pando,0.0,0.0,0.0
Mechanistic,Steady State Simulation,Boolean rules,hg38,PBMC,Random,,,
Mechanistic,Steady State Simulation,Boolean rules,hg38,PBMC,SCENIC,0.0123697916666666,0.1052631578947368,0.0124788253387132
Mechanistic,Steady State Simulation,Boolean rules,hg38,PBMC,SCENIC+,0.583916083916084,0.3157894736842105,0.5790482511600763
Mechanistic,Perturbation Forecasting,KnockTF,hg38,PBMC,CellOracle,0.0416666666666666,0.0058479532163742,0.0392843251653053
Mechanistic,Perturbation Forecasting,KnockTF,hg38,PBMC,CollecTRI,0.0,0.0,0.0
Mechanistic,Perturbation Forecasting,KnockTF,hg38,PBMC,Dictys,0.1014492753623188,0.0409356725146198,0.0999858577287512
Mechanistic,Perturbation Forecasting,KnockTF,hg38,PBMC,DoRothEA,0.0158730158730158,0.0058479532163742,0.0156080976665121
Mechanistic,Perturbation Forecasting,KnockTF,hg38,PBMC,GRaNIE,0.0,0.0,0.0
Mechanistic,Perturbation Forecasting,KnockTF,hg38,PBMC,LINGER,0.0240963855421686,0.0116959064327485,0.0238460630386022
Mechanistic,Perturbation Forecasting,KnockTF,hg38,PBMC,LINGER Baseline,0.0,0.0,0.0
Mechanistic,Perturbation Forecasting,KnockTF,hg38,PBMC,Pando,0.0131578947368421,0.0058479532163742,0.0129970402779565
Mechanistic,Perturbation Forecasting,KnockTF,hg38,PBMC,Random,0.0,0.0,0.0
Mechanistic,Perturbation Forecasting,KnockTF,hg38,PBMC,SCENIC,0.0,0.0,0.0
Mechanistic,Perturbation Forecasting,KnockTF,hg38,PBMC,SCENIC+,0.09375,0.0175438596491228,0.0898843073272026
